first,second,overlap_ratio
45610054,44772231,0.9047619047619048
45610054,41132388,0.9047619047619048
44772231,41132388,0.95
45773068,45772977,0.9107142857142857
45773068,45772956,0.9444444444444444
45773068,45772940,0.9444444444444444
45772994,45772977,0.9107142857142857
45772994,45772956,0.9444444444444444
45772994,45772940,0.9444444444444444
45772977,45772956,0.9622641509433962
45772977,45772940,0.9622641509433962
45772956,45772940,1.0
45888631,45888618,1.0
45845432,45348686,1.0
45838227,45838196,1.0
45793068,45793054,0.9876543209876543
45942795,45942796,0.9764705882352941
45942795,45942793,0.9764705882352941
45942796,45942793,0.9764705882352941
45905408,45904914,0.9691629955947136
45831383,45831398,1.0
45567019,45567007,1.0
45316613,45316614,0.9814814814814815
45746791,45665725,1.0
45856298,45856299,0.9759036144578314
45856298,45856133,0.9642857142857143
45856299,45856133,0.9642857142857143
45714227,44858124,1.0
45942444,45942427,1.0
45942444,45942374,1.0
45942427,45942374,1.0
45906111,45135257,0.9512195121951219
45818777,45818736,1.0
46026817,46026751,0.9565217391304348
45839864,45719660,1.0
45724271,45724223,0.9418604651162791
45917595,45916942,0.972027972027972
45917595,45916915,0.972027972027972
45917595,45916874,0.9652777777777778
45917595,45916840,0.972027972027972
45917595,45916792,0.972027972027972
45917595,45916683,0.972027972027972
45916942,45916915,0.972027972027972
45916942,45916874,0.9652777777777778
45916942,45916840,0.972027972027972
45916942,45916792,0.972027972027972
45916942,45916683,0.972027972027972
45916915,45916874,0.9652777777777778
45916915,45916840,0.972027972027972
45916915,45916792,0.972027972027972
45916915,45916683,0.972027972027972
45916874,45916840,0.9652777777777778
45916874,45916792,0.9652777777777778
45916874,45916683,0.9652777777777778
45916840,45916792,0.972027972027972
45916840,45916683,0.972027972027972
45916792,45916683,0.972027972027972
45038425,45037504,1.0
45965606,45964752,0.9680851063829787
45769224,45671146,1.0
45833987,45295916,0.9523809523809523
45833987,45153373,0.96
45643691,45643673,1.0
45295916,45153373,0.976
45984462,45984443,1.0
37139483,37139489,0.9016393442622951
45871937,45811601,0.9917355371900827
45116943,45116925,1.0
45051167,45051161,1.0
44846646,44846634,1.0
44846578,44846475,0.9471544715447154
44846578,44846564,0.9510204081632653
44846475,44846564,0.9471544715447154
44846393,44846358,0.9901477832512315
46031461,45880644,1.0
46031461,45776879,0.9560439560439561
46031461,45771350,0.9777777777777777
46031461,45747696,1.0
45880644,45776879,0.9560439560439561
45880644,45771350,0.9777777777777777
45880644,45747696,1.0
45776879,45771350,0.9347826086956522
45776879,45747696,0.9560439560439561
45771350,45747696,0.9777777777777777
45964450,45964408,1.0
45382541,45104966,0.9436619718309859
45600375,45600374,0.9649122807017544
46041416,46041386,1.0
46041416,45981389,1.0
46041386,45981389,1.0
46028457,46028456,1.0
46028457,46028449,1.0
46028456,46028449,1.0
45965624,45965626,1.0
45912703,45912700,1.0
45832695,45832696,1.0
45903609,45903558,1.0
36672208,36671762,1.0
45904791,45745654,1.0
45904791,45745650,1.0
45745654,45745650,1.0
45980863,45978293,1.0
45980863,45718628,1.0
45978293,45718628,1.0
45845849,45845845,1.0
45769374,45769372,1.0
44711810,44605862,1.0
44711810,44605893,1.0
44605862,44605893,1.0
45963903,45963905,0.9183673469387755
46017529,46017528,0.9714285714285714
46017529,46017527,0.9714285714285714
46017528,46017527,0.9714285714285714
45924662,46042211,1.0
45924662,46042214,1.0
45924662,46042212,1.0
45503017,45502998,1.0
45936706,45936701,1.0
45936706,45936702,1.0
45936701,45936702,1.0
46039835,46039842,1.0
46039835,46039832,1.0
46039842,46039832,1.0
45734880,45734691,1.0
45734456,45734373,0.9047619047619048
46042211,46042214,1.0
46042211,46042212,1.0
46042214,46042212,1.0
44925927,44925831,0.9090909090909091
46026828,46026826,1.0
46012859,46012664,0.9830508474576272
45493833,45493832,0.9166666666666666
45979092,45979094,0.9032258064516129
45979092,45979101,0.9032258064516129
45979094,45979101,0.9333333333333333
46037098,46037054,0.9393939393939394
46037098,46036839,0.9393939393939394
46037054,46036839,0.9393939393939394
45599412,45599382,0.9215686274509803
41247974,41247961,1.0
38323312,26334883,0.9791666666666666
38308129,34531585,0.9354838709677419
46029091,46029090,1.0
45976308,45976212,0.9473684210526315
45976308,45656777,0.9459459459459459
45976308,45656771,0.9459459459459459
45976308,45538405,0.9210526315789473
45881269,45876630,1.0
45881269,45876628,1.0
45881269,45876627,1.0
45881269,45876626,1.0
45881269,45876629,1.0
45881269,45876624,1.0
45876630,45876628,1.0
45876630,45876627,1.0
45876630,45876626,1.0
45876630,45876629,1.0
45876630,45876624,1.0
45876628,45876627,1.0
45876628,45876626,1.0
45876628,45876629,1.0
45876628,45876624,1.0
45876627,45876626,1.0
45876627,45876629,1.0
45876627,45876624,1.0
45876626,45876629,1.0
45876626,45876624,1.0
45876629,45876624,1.0
45867009,45867011,1.0
45847535,45847524,1.0
45656777,45656771,1.0
45656777,45538405,0.9210526315789473
45656771,45538405,0.9210526315789473
40632575,40580254,1.0
40632464,40580131,1.0
45987023,45986972,0.9
40971365,40970940,1.0
45852132,45852075,1.0
45388884,45388844,1.0
45388884,45124793,0.990521327014218
45388844,45124793,0.990521327014218
45327104,45327119,1.0
37252983,37521547,1.0
35455540,35117712,1.0
35455540,35117714,1.0
35447620,35117723,1.0
35447620,35117728,1.0
35117723,35117728,1.0
35117712,35117714,1.0
35117314,35117318,1.0
35117129,35117178,1.0
45926044,45926046,0.9230769230769231
45853218,45853214,0.9523809523809523
45853218,45853203,0.9523809523809523
45853214,45853203,0.9523809523809523
45727125,45257315,1.0
45071546,45071504,1.0
46040267,46040266,1.0
45501331,45501268,0.9642857142857143
43736033,43736007,1.0
45860103,45860063,1.0
45790129,44895598,1.0
45787739,45262944,0.9264705882352942
45058828,45058574,0.9512195121951219
45923678,45022255,1.0
45916282,45847030,0.9276595744680851
45753226,45681881,1.0
45753226,45681880,1.0
45753226,45681882,1.0
45681881,45681880,1.0
45681881,45681882,1.0
45681880,45681882,1.0
45495587,45203321,0.9066666666666666
45890600,45890264,0.9705882352941176
45890600,45890263,0.9565217391304348
45890600,45889991,0.9705882352941176
45890264,45890263,0.9565217391304348
45890264,45889991,0.9705882352941176
45890263,45889991,0.9565217391304348
45840143,45840144,1.0
45984923,45984926,1.0
46033100,46033101,1.0
45962382,45962327,1.0
45952075,45951803,0.978021978021978
45770726,45770685,1.0
24695363,24693691,1.0
45668266,45668265,1.0
43956073,43956067,1.0
43956073,43956075,1.0
43956067,43956075,1.0
45984977,45984974,0.9522058823529411
45981198,45961551,0.9736842105263158
45981198,45829558,0.9367088607594937
45981198,45777387,0.9736842105263158
45981198,45777338,0.9736842105263158
45981198,45752277,0.9473684210526315
45961551,45829558,0.9367088607594937
45961551,45777387,0.9736842105263158
45961551,45777338,0.9736842105263158
45961551,45752277,0.9473684210526315
45829558,45777387,0.9367088607594937
45829558,45777338,0.9367088607594937
45829558,45752277,0.9113924050632911
45777387,45777338,0.9736842105263158
45777387,45752277,0.9473684210526315
45777338,45752277,0.9473684210526315
45905248,45905249,1.0
45832996,45832995,1.0
45832996,45795115,1.0
45832996,45795100,1.0
45832995,45795115,1.0
45832995,45795100,1.0
45795115,45795100,1.0
45930020,45930012,0.9591836734693877
45930020,45929987,0.9591836734693877
45930012,45929987,0.9591836734693877
45831451,45831316,1.0
45981672,45981638,1.0
45823073,45823023,1.0
45397048,45397042,1.0
45877991,45877978,1.0
45877991,45877972,1.0
45877991,45877953,1.0
45877978,45877972,1.0
45877978,45877953,1.0
45877972,45877953,1.0
45970273,45970271,1.0
45836122,45836125,0.9823008849557522
44492376,44492369,0.9
45981610,45981567,1.0
45974863,45837164,1.0
45930514,45930289,1.0
45777851,45777830,0.9753086419753086
45777851,45777759,0.9753086419753086
45777830,45777759,0.9753086419753086
45984665,45984632,1.0
45984665,45904804,0.9565217391304348
45984665,45904795,0.9565217391304348
45984632,45904804,0.9565217391304348
45984632,45904795,0.9565217391304348
45904804,45904795,1.0
46037451,46037454,0.948051948051948
46037451,46037457,0.948051948051948
46037454,46037457,0.948051948051948
45852503,45852474,1.0
45086052,45086030,1.0
45794543,45794538,1.0
45862049,45862048,1.0
46028152,46027945,0.9436619718309859
45754311,45741677,0.9230769230769231
45942229,45941986,0.9166666666666666
45942229,45941779,0.9166666666666666
45300758,45300755,0.9022988505747126
42132780,41920296,1.0
46038687,46038433,1.0
46036252,46036251,0.9512195121951219
46036252,46036253,0.9512195121951219
46036251,46036253,0.9512195121951219
45808013,45808018,1.0
45896878,45896880,1.0
45896878,45885169,1.0
45896880,45885169,1.0
45820377,45820397,1.0
38598399,32719710,1.0
45980453,45979704,0.95
45833125,45833124,1.0
45688799,45688795,1.0
45985813,45985805,1.0
45967637,45967513,0.9467455621301775
45967637,45967385,0.9523809523809523
45967637,45967306,0.9526627218934911
45967637,45565800,0.9058823529411765
45967637,45565641,0.9580838323353293
45967513,45967385,0.9467455621301775
45967513,45967306,0.9585798816568047
45967513,45565800,0.9005847953216374
45967513,45565641,0.9523809523809523
45967385,45967306,0.9411764705882353
45967385,45565800,0.9058823529411765
45967385,45565641,0.9580838323353293
45967306,45565641,0.9467455621301775
45965797,45839599,0.9064748201438849
45928654,45927546,0.9710144927536232
45844372,45844318,0.9595959595959596
45839599,45839570,0.9064748201438849
45839599,43684756,0.9197080291970803
45839570,45241760,0.9064748201438849
45565800,45565641,0.9226190476190477
45384574,45384580,1.0
45002945,45002943,0.9448818897637795
45002945,44952350,0.967479674796748
45002943,44952350,0.9448818897637795
44231383,44231371,1.0
46033113,46033112,1.0
46033113,46033114,1.0
46033112,46033114,1.0
45941986,45941779,1.0
45862802,45862591,1.0
45831312,45831443,0.9084967320261438
45800716,45800695,1.0
45795183,45795175,1.0
45758856,45758829,0.9571428571428572
45717652,45717641,0.9318181818181818
45569788,45569541,0.9257425742574258
45521864,45521701,0.9393939393939394
45175036,45175024,1.0
45174934,45174921,1.0
44971754,44971695,1.0
44844312,44844263,1.0
44790615,44790610,0.9833333333333333
44790615,44780351,0.9669421487603306
44790610,44780351,0.9669421487603306
45927240,45976430,1.0
45927240,45347209,1.0
45927240,44987875,1.0
45927240,43442293,1.0
45927240,45240747,1.0
45927240,45864089,1.0
45927240,45864084,1.0
45927240,45864079,1.0
45927240,45786580,1.0
45927240,45728328,1.0
45927240,45728326,1.0
44622107,44552220,0.9466666666666667
44622107,44552157,0.9342105263157895
44622107,42115247,0.9342105263157895
44622107,39003966,0.9102564102564102
44552220,44552157,0.9342105263157895
44552220,42115247,0.9342105263157895
44552220,39003966,0.935064935064935
44552157,42690583,0.9
44552157,42115247,0.922077922077922
46030262,46030261,1.0
45912804,45912753,0.9342105263157895
45373182,45373171,1.0
46039379,46039378,0.96875
46039379,46039375,0.96875
46039378,46039375,0.96875
46025305,46026382,1.0
45845427,45845423,0.9285714285714286
45845427,45085960,0.9259259259259259
45845427,44470619,0.9259259259259259
45845427,44191940,0.9259259259259259
45845427,37405650,0.9259259259259259
45845423,45085960,0.9259259259259259
45845423,44470619,0.9259259259259259
45845423,44191940,0.9259259259259259
45845423,37405650,0.9259259259259259
45085960,44470619,1.0
45085960,44191940,1.0
45085960,37405650,1.0
44470619,44191940,1.0
44470619,37405650,1.0
44191940,37405650,1.0
42029241,40909441,0.97
45362375,42963413,0.9047619047619048
45362375,42963362,0.9620253164556962
42964273,42964253,1.0
42963413,42963362,0.9156626506024096
40568901,40568893,0.9886363636363636
46026247,46026166,0.9
45392005,45392004,1.0
45384987,45227697,1.0
45384987,44545618,1.0
45227697,44545618,1.0
41723404,41713184,0.9487179487179487
41723404,41713120,0.9487179487179487
41723404,41712924,0.9259259259259259
41713184,41713120,0.974025974025974
41713184,41712924,0.9024390243902439
41713120,41712924,0.9024390243902439
46033425,45734405,0.9798657718120806
46015638,46015533,0.90625
45976430,45347209,1.0
45976430,44987875,1.0
45976430,43442293,1.0
45976430,45240747,1.0
45976430,45864089,1.0
45976430,45864084,1.0
45976430,45864079,1.0
45976430,45786580,1.0
45976430,45728328,1.0
45976430,45728326,1.0
45878341,45776789,0.9292035398230089
45347209,44987875,1.0
45347209,43442293,1.0
45347209,45240747,1.0
45347209,45864089,1.0
45347209,45864084,1.0
45347209,45864079,1.0
45347209,45786580,1.0
45347209,45728328,1.0
45347209,45728326,1.0
44987875,43442293,1.0
44987875,45240747,1.0
44987875,45864089,1.0
44987875,45864084,1.0
44987875,45864079,1.0
44987875,45786580,1.0
44987875,45728328,1.0
44987875,45728326,1.0
43442293,45240747,1.0
43442293,45864089,1.0
43442293,45864084,1.0
43442293,45864079,1.0
43442293,45786580,1.0
43442293,45728328,1.0
43442293,45728326,1.0
45770692,45770520,0.9473684210526315
46005595,46005594,0.9375
45816905,45816915,1.0
45816905,45816933,1.0
45816905,45816934,1.0
45816915,45816933,1.0
45816915,45816934,1.0
45816933,45816934,1.0
45240747,45864089,1.0
45240747,45864084,1.0
45240747,45864079,1.0
45240747,45786580,1.0
45240747,45728328,1.0
45240747,45728326,1.0
43156123,43156211,1.0
45239834,44645914,0.937007874015748
46015734,46015708,1.0
46015734,46015655,0.9076923076923077
46015734,46015621,0.9076923076923077
46015708,46015655,0.9076923076923077
46015708,46015621,0.9076923076923077
46015655,46015621,1.0
45864089,45864084,1.0
45864089,45864079,1.0
45864089,45786580,1.0
45864089,45728328,1.0
45864089,45728326,1.0
45864084,45864079,1.0
45864084,45786580,1.0
45864084,45728328,1.0
45864084,45728326,1.0
45864079,45786580,1.0
45864079,45728328,1.0
45864079,45728326,1.0
45786580,45728328,1.0
45786580,45728326,1.0
45728328,45728326,1.0
46038081,44813816,1.0
45687691,45687689,0.9098360655737705
45950896,45798166,0.9393939393939394
45673057,45672870,1.0
45981265,45980802,0.9801980198019802
46035753,46025135,0.9866666666666667
46035753,45990244,0.9736842105263158
46028312,46028311,0.968503937007874
46025135,45990244,0.9605263157894737
45910183,45910171,1.0
45831830,45831832,0.9775280898876404
45788362,45788237,0.9767441860465116
45788362,45788153,0.984375
45788362,45788139,0.984375
45788362,45788054,0.9767441860465116
45788362,45778941,0.984375
45788237,45788153,0.9767441860465116
45788237,45788139,0.9767441860465116
45788237,45788054,0.9844961240310077
45788237,45778941,0.9767441860465116
45788153,45788139,0.984375
45788153,45788054,0.9767441860465116
45788153,45778941,0.984375
45788139,45788054,0.9767441860465116
45788139,45778941,0.984375
45788054,45778941,0.9767441860465116
45787609,45783114,1.0
45712813,45712790,1.0
45709333,45709223,1.0
45708242,45708235,0.9659090909090909
45707916,45707906,1.0
45844217,45844195,0.9487179487179487
45983574,45983543,1.0
45768921,45768927,1.0
45966540,45966530,0.9777777777777777
45455773,45455764,0.9428571428571428
45572622,39778067,0.9532710280373832
45572659,36724596,0.9240506329113924
45572645,44239560,0.9253731343283582
45857751,45843685,0.92
45901985,45901991,1.0
45901985,45901992,1.0
45901985,45901994,1.0
45901985,45901995,1.0
45901985,45901993,1.0
45901985,45901987,1.0
45901991,45901992,1.0
45901991,45901994,1.0
45901991,45901995,1.0
45901991,45901993,1.0
45901991,45901987,1.0
45901992,45901994,1.0
45901992,45901995,1.0
45901992,45901993,1.0
45901992,45901987,1.0
45901994,45901995,1.0
45901994,45901993,1.0
45901994,45901987,1.0
45901995,45901993,1.0
45901995,45901987,1.0
45901993,45901987,1.0
45917008,45916978,0.9574468085106383
45560624,45560627,1.0
45924226,45924220,0.9611650485436893
38278650,20629847,0.9534883720930233
45930733,45862177,1.0
45930733,45862118,0.9696969696969697
45862177,45862118,0.9696969696969697
46012253,46012249,1.0
45576703,45576640,1.0
45576703,45576454,1.0
45576640,45576454,1.0
45831399,45831343,1.0
36806388,36806365,0.9047619047619048
45739031,45739030,1.0
45739031,45718669,1.0
45739031,45718672,1.0
45739031,45718671,1.0
45739031,44727462,1.0
45739031,44496204,1.0
45739031,44496210,1.0
45739031,44496205,1.0
45739031,43455871,1.0
45739031,41545203,0.9310344827586207
45739030,45718669,1.0
45739030,45718672,1.0
45739030,45718671,1.0
45739030,44727462,1.0
45739030,44496204,1.0
45739030,44496210,1.0
45739030,44496205,1.0
45739030,43455871,1.0
45739030,41545203,0.9310344827586207
45718669,45718672,1.0
45718669,45718671,1.0
45718669,44727462,1.0
45718669,44496204,1.0
45718669,44496210,1.0
45718669,44496205,1.0
45718669,43455871,1.0
45718669,41545203,0.9310344827586207
45718672,45718671,1.0
45718672,44727462,1.0
45718672,44496204,1.0
45718672,44496210,1.0
45718672,44496205,1.0
45718672,43455871,1.0
45718672,41545203,0.9310344827586207
45718671,44727462,1.0
45718671,44496204,1.0
45718671,44496210,1.0
45718671,44496205,1.0
45718671,43455871,1.0
45718671,41545203,0.9310344827586207
44727462,44496204,1.0
44727462,44496210,1.0
44727462,44496205,1.0
44727462,43455871,1.0
44727462,41545203,0.9310344827586207
44496204,44496210,1.0
44496204,44496205,1.0
44496204,43455871,1.0
44496204,41545203,0.9310344827586207
44496210,44496205,1.0
44496210,43455871,1.0
44496210,41545203,0.9310344827586207
44496205,43455871,1.0
44496205,41545203,0.9310344827586207
43455871,41545203,0.9310344827586207
45613844,45613978,1.0
45856155,45856136,0.958904109589041
45417007,45417008,0.9142857142857143
45059352,45059342,0.907563025210084
45934339,45934306,1.0
45934339,45934126,1.0
45934339,45917068,1.0
45934306,45934126,1.0
45934306,45917068,1.0
45934126,45917068,1.0
45778645,45778617,0.9735099337748344
43746688,43746645,0.940677966101695
45961612,45961507,0.9444444444444444
44921273,44675202,0.9746835443037974
41010389,41010375,0.991869918699187
45135607,45135608,0.9166666666666666
45887521,45887510,0.9473684210526315
45859938,45859930,1.0
45859938,45859780,1.0
45859930,45859780,1.0
45737548,45737549,0.9195402298850575
46017880,46007256,1.0
45740968,45740585,1.0
45966442,45966411,1.0
45966442,45966397,1.0
45966442,45964045,1.0
45966411,45966397,1.0
45966411,45964045,1.0
45966397,45964045,1.0
45905205,45905206,0.935064935064935
45905205,45896987,0.972972972972973
45905205,45896989,0.9230769230769231
45905206,45896987,0.935064935064935
45905206,45896989,0.9125
45896987,45896989,0.9230769230769231
