first,second,overlap_ratio
45984042,45984039,0.9622641509433962
45984042,45984037,0.9622641509433962
45984039,45984037,0.9622641509433962
45164131,45164101,1.0
44964312,44964114,1.0
44333968,44333953,1.0
45743712,45743663,0.9591836734693877
45742079,45742057,1.0
45742079,45742051,1.0
45742079,45742047,1.0
45742057,45742051,1.0
45742057,45742047,1.0
45742051,45742047,1.0
45952641,45952550,1.0
45389029,45389021,1.0
45389029,45389000,1.0
45389029,45389033,1.0
44916012,45327277,1.0
35092792,35092810,1.0
45389021,45389000,1.0
45389021,45389033,1.0
45389000,45389033,1.0
45286832,45286821,1.0
45633153,45604417,1.0
45633153,45604391,1.0
45633153,45131551,1.0
45633153,45016345,1.0
45633153,44827958,1.0
45633153,38707841,1.0
45604417,45604391,1.0
45604417,45131551,1.0
45604417,45016345,1.0
45604417,44827958,1.0
45604417,38707841,1.0
45604391,45131551,1.0
45604391,45016345,1.0
45604391,44827958,1.0
45604391,38707841,1.0
45131551,45016345,1.0
45131551,44827958,1.0
45131551,38707841,1.0
45016345,44827958,1.0
45016345,38707841,1.0
44827958,38707841,1.0
46021538,46021389,0.9775280898876404
46021538,46021355,0.9886363636363636
46021389,46021355,0.9886363636363636
46021355,46021287,0.9052631578947369
45554490,45553295,0.9302325581395349
45950280,45950238,1.0
45950280,45758392,1.0
45950280,45758374,1.0
45950280,45350120,1.0
45950280,44873978,1.0
45950280,44633600,1.0
45950280,43506197,1.0
45950280,43506176,1.0
45950238,45758392,1.0
45950238,45758374,1.0
45950238,45350120,1.0
45950238,44873978,1.0
45950238,44633600,1.0
45950238,43506197,1.0
45950238,43506176,1.0
45758392,45758374,1.0
45758392,45350120,1.0
45758392,44873978,1.0
45758392,44633600,1.0
45758392,43506197,1.0
45758392,43506176,1.0
45758374,45350120,1.0
45758374,44873978,1.0
45758374,44633600,1.0
45758374,43506197,1.0
45758374,43506176,1.0
45350120,44873978,1.0
45350120,44633600,1.0
45350120,43506197,1.0
45350120,43506176,1.0
44873978,44633600,1.0
44873978,43506197,1.0
44873978,43506176,1.0
44633600,43506197,1.0
44633600,43506176,1.0
43506197,43506176,1.0
45804015,45803715,0.953125
45968923,45968927,0.9010989010989011
45831427,45831360,1.0
45988477,45988476,0.9473684210526315
45988477,45988472,0.9473684210526315
45988477,45988469,0.9473684210526315
45988476,45988472,0.9473684210526315
45988476,45988469,0.9473684210526315
45988472,45988469,0.9473684210526315
45190921,45190920,0.9333333333333333
45168975,45168961,1.0
45696774,45696700,1.0
45744697,45744689,0.9689922480620154
46036872,46036873,0.9495798319327731
45868391,45410018,1.0
45948567,45858430,1.0
45838932,45820368,1.0
45820379,45820421,1.0
45820379,45820433,1.0
45820421,45820433,1.0
45964167,43684033,0.9215686274509803
45956450,45956439,0.9635036496350365
45956450,45956433,0.9635036496350365
45956439,45956433,0.9850746268656716
45734053,45733814,1.0
45980908,45987770,0.9078947368421053
45782875,45782860,1.0
44915935,45327158,1.0
44811684,44811487,1.0
44811684,44487312,1.0
44811487,44487312,1.0
44809477,44809439,1.0
40924426,40924416,1.0
46017838,45959707,1.0
46017838,45858321,1.0
46017838,45846273,1.0
46017838,45846274,1.0
46017838,45846277,1.0
46017838,45846281,1.0
46017838,45812552,1.0
46017838,45812571,1.0
46017838,45812576,1.0
46017838,45812559,1.0
45959707,45858321,1.0
45959707,45846273,1.0
45959707,45846274,1.0
45959707,45846277,1.0
45959707,45846281,1.0
45959707,45812552,1.0
45959707,45812571,1.0
45959707,45812576,1.0
45959707,45812559,1.0
45858321,45846273,1.0
45858321,45846274,1.0
45858321,45846277,1.0
45858321,45846281,1.0
45858321,45812552,1.0
45858321,45812571,1.0
45858321,45812576,1.0
45858321,45812559,1.0
45846273,45846274,1.0
45846273,45846277,1.0
45846273,45846281,1.0
45846273,45812552,1.0
45846273,45812571,1.0
45846273,45812576,1.0
45846273,45812559,1.0
45846274,45846277,1.0
45846274,45846281,1.0
45846274,45812552,1.0
45846274,45812571,1.0
45846274,45812576,1.0
45846274,45812559,1.0
45846277,45846281,1.0
45846277,45812552,1.0
45846277,45812571,1.0
45846277,45812576,1.0
45846277,45812559,1.0
45846281,45812552,1.0
45846281,45812571,1.0
45846281,45812576,1.0
45846281,45812559,1.0
45812552,45812571,1.0
45812552,45812576,1.0
45812552,45812559,1.0
45812571,45812576,1.0
45812571,45812559,1.0
45812576,45812559,1.0
45989254,45989127,1.0
45989254,45987030,1.0
45989127,45987030,1.0
45765704,45765703,1.0
45765704,45765701,1.0
45765703,45765701,1.0
45582703,45582673,0.972972972972973
44272935,44272934,0.9696969696969697
45923051,45923050,0.9566787003610109
45923051,45922400,0.9636363636363636
45923051,45922401,0.9636363636363636
45923050,45922400,0.9636363636363636
45923050,45922401,0.9636363636363636
45922400,45922401,0.9779411764705882
44759410,44759409,0.9853372434017595
45409631,45400354,0.9375
45409631,45149522,0.9122807017543859
45400354,45149522,0.9541284403669725
45986548,45985874,1.0
45909600,45908832,1.0
45847495,45795778,1.0
45963049,45892704,0.905511811023622
45842110,45842106,0.9642857142857143
45842110,45842103,0.9642857142857143
45842110,45842097,0.9642857142857143
45842106,45842103,0.9642857142857143
45842106,45842097,0.9642857142857143
45842103,45842097,0.9642857142857143
45662236,45662234,1.0
45662236,45662233,1.0
45662234,45662233,1.0
45884720,45884722,1.0
46037741,46037739,1.0
45750404,45154267,0.9243243243243243
45927575,45927558,1.0
45927575,45927121,1.0
45927558,45927121,1.0
46021930,45909641,1.0
46021930,45909640,1.0
46021930,45100480,1.0
46021169,45460504,0.9047619047619048
45909641,45909640,1.0
45909641,45100480,1.0
45909640,45100480,1.0
38308134,35296373,0.9642857142857143
45989241,45987629,1.0
45989241,45987558,1.0
45989241,45987886,1.0
45989241,45987867,1.0
45989241,45989217,1.0
45987629,45987558,1.0
45987629,45987886,1.0
45987629,45987867,1.0
45987629,45989217,1.0
45987558,45987886,1.0
45987558,45987867,1.0
45987558,45989217,1.0
45987886,45987867,1.0
45987886,45989217,1.0
45987867,45989217,1.0
45581026,45581038,1.0
45581026,45581040,1.0
45581026,45581046,1.0
41442632,41442637,1.0
41442632,41442644,1.0
41442632,41442591,1.0
45581038,45581040,1.0
45581038,45581046,1.0
41442637,41442644,1.0
41442637,41442591,1.0
45581040,45581046,1.0
45341782,44887326,1.0
41442644,41442591,1.0
45422571,45422008,0.9090909090909091
46017957,46017954,1.0
45916456,45916450,0.9452054794520548
45916456,45916444,0.9452054794520548
45916456,45916438,0.9452054794520548
45916456,45916436,0.9452054794520548
45916456,45916426,0.9452054794520548
45916450,45916444,0.9452054794520548
45916450,45916438,0.9452054794520548
45916450,45916436,0.9452054794520548
45916450,45916426,0.9452054794520548
45916444,45916438,0.9452054794520548
45916444,45916436,0.9452054794520548
45916444,45916426,0.9452054794520548
45916438,45916436,0.9452054794520548
45916438,45916426,0.9452054794520548
45916436,45916426,0.9452054794520548
45958043,45958003,0.9789473684210527
45958043,45957835,0.9789473684210527
45958003,45957835,0.9789473684210527
45984007,45984000,0.9310344827586207
45984007,45983995,0.9310344827586207
45984007,45983988,0.9310344827586207
45984000,45983995,0.9310344827586207
45984000,45983988,0.9310344827586207
45983995,45983988,0.9310344827586207
45970862,45812265,1.0
45810772,45810801,1.0
46024025,46022592,0.9322033898305084
46024025,46022593,0.9166666666666666
46022592,46022593,0.9166666666666666
46015671,46015633,1.0
46015671,46015626,1.0
46015671,46015441,1.0
46015633,46015626,1.0
46015633,46015441,1.0
46015626,46015441,1.0
46005521,46005449,1.0
46005521,46005427,1.0
46005521,46005415,1.0
46005521,46005402,1.0
46005449,46005427,1.0
46005449,46005415,1.0
46005449,46005402,1.0
46005427,46005415,1.0
46005427,46005402,1.0
46005415,46005402,1.0
46005412,46005400,1.0
46005412,46005393,1.0
46005400,46005393,1.0
45990950,45990440,1.0
45990950,45990974,1.0
45990950,45990956,1.0
45990440,45990974,1.0
45990440,45990956,1.0
45890163,45889896,0.9038461538461539
41469511,41469289,0.9807692307692307
33704637,33704632,1.0
45990974,45990956,1.0
45986231,45953315,1.0
45986231,45930002,1.0
45986231,45929999,1.0
45953315,45930002,1.0
45953315,45929999,1.0
45942921,44638529,0.9787234042553191
45930002,45929999,1.0
45907736,45907357,0.9459459459459459
45907736,45907355,0.9210526315789473
45907357,45907355,0.9210526315789473
45833873,45833853,1.0
45790061,45790062,0.9836065573770492
45743606,45743583,0.9411764705882353
45628201,45628106,1.0
45396391,45396387,1.0
45203882,45203884,1.0
45121839,45121840,0.9464285714285714
45945173,45945149,0.90625
45878345,45878207,0.9834710743801653
45878345,45878104,0.9834710743801653
45878207,45878104,0.9834710743801653
46041721,46041709,1.0
46041721,45851294,1.0
46041721,45748427,1.0
46041721,45677743,1.0
46041721,45227969,1.0
46041721,44942301,1.0
46041709,45851294,1.0
46041709,45748427,1.0
46041709,45677743,1.0
46041709,45227969,1.0
46041709,44942301,1.0
46013711,46004226,1.0
46013711,45612318,1.0
46004226,45612318,1.0
45988964,45988966,0.9649122807017544
45975316,45975216,1.0
45960144,45823077,1.0
45960144,45823165,1.0
45960144,45823166,1.0
45960144,45823168,1.0
45851294,45748427,1.0
45851294,45677743,1.0
45851294,45227969,1.0
45851294,44942301,1.0
45823077,45823165,1.0
45823077,45823166,1.0
45823077,45823168,1.0
45823165,45823166,1.0
45823165,45823168,1.0
45823166,45823168,1.0
45748427,45677743,1.0
45748427,45227969,1.0
45748427,44942301,1.0
45677743,45227969,1.0
45677743,44942301,1.0
45227969,44942301,1.0
45766484,45765796,1.0
46035038,46035032,1.0
45955664,45955665,1.0
45923683,45923682,1.0
45923683,45852099,1.0
45923682,45852099,1.0
45819172,45819187,1.0
45920143,45920086,1.0
45920143,45919916,1.0
45920143,45919634,1.0
45920143,45717046,1.0
45920143,45423855,1.0
45920143,44430814,1.0
45920086,45919916,1.0
45920086,45919634,1.0
45920086,45717046,1.0
45920086,45423855,1.0
45920086,44430814,1.0
45919916,45919634,1.0
45919916,45717046,1.0
45919916,45423855,1.0
45919916,44430814,1.0
45919634,45717046,1.0
45919634,45423855,1.0
45919634,44430814,1.0
45807746,45807778,0.9230769230769231
45717066,45423576,1.0
45717046,45423855,1.0
45717046,44430814,1.0
45423855,44430814,1.0
37528714,37458331,1.0
36509084,36508789,1.0
46040779,46040770,0.9761904761904762
46040779,46040727,1.0
46040770,46040727,0.9761904761904762
45923164,45782764,0.9302325581395349
45946778,45946777,0.9583333333333334
45764228,45764045,0.9130434782608695
45764228,45733692,0.9124579124579124
46020336,45849639,1.0
46020336,45742099,1.0
45849639,45742099,1.0
46009248,44950525,0.9117647058823529
45940418,45860587,0.9393939393939394
45859898,45798168,0.9393939393939394
45758607,45758590,1.0
46020317,45921400,0.9482758620689655
46020317,45911347,0.9655172413793104
45921400,45911347,0.9482758620689655
45919310,45919267,0.9130434782608695
45341851,45333832,1.0
45724397,45724354,1.0
45027601,45024962,1.0
44740613,44739540,1.0
46022280,45781588,1.0
45867155,45867152,0.9870967741935484
45954992,45954991,0.9344262295081968
45954992,45954988,0.9346938775510204
45831371,45831331,0.9242424242424242
45175101,45175065,1.0
44533291,44533236,1.0
46039979,46039982,1.0
45828115,37716282,0.9166666666666666
45990318,45985869,1.0
45946741,45946706,0.9753086419753086
30758854,30758883,1.0
42280875,37413672,0.9710144927536232
46026308,46026279,1.0
46026308,46026265,1.0
46026308,46026209,1.0
46026308,46026194,1.0
46026308,46026148,1.0
46026308,46023818,1.0
46026308,46023780,1.0
46026308,46016350,1.0
46026308,46016339,1.0
46026308,46016328,1.0
46026308,46008386,1.0
46026279,46026265,1.0
46026279,46026209,1.0
46026279,46026194,1.0
46026279,46026148,1.0
46026279,46023818,1.0
46026279,46023780,1.0
46026279,46016350,1.0
46026279,46016339,1.0
46026279,46016328,1.0
46026279,46008386,1.0
46026265,46026209,1.0
46026265,46026194,1.0
46026265,46026148,1.0
46026265,46023818,1.0
46026265,46023780,1.0
46026265,46016350,1.0
46026265,46016339,1.0
46026265,46016328,1.0
46026265,46008386,1.0
46026209,46026194,1.0
46026209,46026148,1.0
46026209,46023818,1.0
46026209,46023780,1.0
46026209,46016350,1.0
46026209,46016339,1.0
46026209,46016328,1.0
46026209,46008386,1.0
46026194,46026148,1.0
46026194,46023818,1.0
46026194,46023780,1.0
46026194,46016350,1.0
46026194,46016339,1.0
46026194,46016328,1.0
46026194,46008386,1.0
46026148,46023818,1.0
46026148,46023780,1.0
46026148,46016350,1.0
46026148,46016339,1.0
46026148,46016328,1.0
46026148,46008386,1.0
46023818,46023780,1.0
46023818,46016350,1.0
46023818,46016339,1.0
46023818,46016328,1.0
46023818,46008386,1.0
46023780,46016350,1.0
46023780,46016339,1.0
46023780,46016328,1.0
46023780,46008386,1.0
46016350,46016339,1.0
46016350,46016328,1.0
46016350,46008386,1.0
46016339,46016328,1.0
46016339,46008386,1.0
46016328,46008386,1.0
46005834,46005800,1.0
46005834,46005772,1.0
46005834,46005765,1.0
46005800,46005772,1.0
46005800,46005765,1.0
46005772,46005765,1.0
46035018,46035007,0.975
46035018,46034998,0.975
46035007,46034998,0.975
46031420,46031344,1.0
38335136,38335137,0.9148936170212766
45774791,45774734,1.0
45774791,45774721,1.0
45774734,45774721,1.0
45983834,45983722,0.9705882352941176
45699439,45345676,0.911504424778761
45699439,45026953,0.911504424778761
45345676,45026953,0.9285714285714286
45944294,45748504,1.0
44452331,40587956,0.9130434782608695
45990451,45990442,0.9047619047619048
45990451,45990433,0.9047619047619048
45990451,45990402,0.9047619047619048
45990442,45990433,0.9047619047619048
45990442,45990402,0.9047619047619048
45990433,45990402,0.9047619047619048
45942459,45942311,0.9285714285714286
45942459,45942234,0.9285714285714286
45864590,45864238,0.9078947368421053
45864590,45864102,0.9078947368421053
44927541,44927523,0.9537037037037037
44680134,44680135,0.9878048780487805
43901372,42750570,1.0
43901372,41247964,1.0
43901372,41247972,1.0
42750570,41247964,1.0
42750570,41247972,1.0
41247964,41247972,1.0
45984006,45984002,0.9310344827586207
45897883,45897882,0.9038461538461539
45858441,45820005,1.0
45858441,45820006,0.9230769230769231
45820005,45820006,0.9230769230769231
45810791,45810792,1.0
45810791,45810799,1.0
45810791,45810817,1.0
45810792,45810799,1.0
45810792,45810817,1.0
45810799,45810817,1.0
45933612,45933565,0.9672131147540983
45978301,45978289,1.0
45978301,45978286,1.0
45978301,45978291,1.0
45978301,45978290,1.0
45978289,45978286,1.0
45978289,45978291,1.0
45978289,45978290,1.0
45978286,45978291,1.0
45978286,45978290,1.0
45978291,45978290,1.0
45976617,45917777,1.0
45976617,45917776,1.0
45976617,45449817,1.0
45965177,45964048,1.0
45965177,45957754,1.0
45965177,45946055,1.0
45965177,45801654,1.0
45965177,45745443,1.0
45965177,45745425,1.0
45965177,45570475,1.0
45965177,43826879,1.0
45965177,42867874,1.0
45965177,31542755,1.0
45964048,45957754,1.0
45964048,45946055,1.0
45964048,45801654,1.0
45964048,45745443,1.0
45964048,45745425,1.0
45964048,45570475,1.0
45964048,43826879,1.0
45964048,42867874,1.0
45964048,31542755,1.0
45957754,45946055,1.0
45957754,45801654,1.0
45957754,45745443,1.0
45957754,45745425,1.0
45957754,45570475,1.0
45957754,43826879,1.0
45957754,42867874,1.0
45957754,31542755,1.0
45956794,45910283,0.9
45956794,45910284,0.9
45956794,45910282,0.9
45956794,45863120,0.9
45956794,45806344,0.9
45956794,45806343,0.9
45946055,45801654,1.0
45946055,45745443,1.0
45946055,45745425,1.0
45946055,45570475,1.0
45946055,43826879,1.0
45946055,42867874,1.0
45946055,31542755,1.0
45924985,45924986,1.0
45917777,45917776,1.0
45917777,45449817,1.0
45917776,45449817,1.0
45910283,45910284,1.0
45910283,45910282,1.0
45910283,45863120,0.9
45910283,45806344,0.9
45910283,45806343,0.9
45910284,45910282,1.0
45910284,45863120,0.9
45910284,45806344,0.9
45910284,45806343,0.9
45910282,45863120,0.9
45910282,45806344,0.9
45910282,45806343,0.9
45863120,45806344,0.9
45863120,45806343,0.9
45806344,45806343,1.0
45801654,45745443,1.0
45801654,45745425,1.0
45801654,45570475,1.0
45801654,43826879,1.0
45801654,42867874,1.0
45801654,31542755,1.0
45787539,45787540,1.0
45787539,45409836,1.0
45787539,45409841,1.0
45787539,45409839,1.0
45787539,45409838,1.0
45787539,45409835,1.0
45787539,45135107,1.0
45787539,44794425,1.0
45787539,44794429,1.0
45787539,44097559,1.0
45787539,42413488,1.0
45787539,41859495,0.9787234042553191
45787540,45409836,1.0
45787540,45409841,1.0
45787540,45409839,1.0
45787540,45409838,1.0
45787540,45409835,1.0
45787540,45135107,1.0
45787540,44794425,1.0
45787540,44794429,1.0
45787540,44097559,1.0
45787540,42413488,1.0
45787540,41859495,0.9787234042553191
45745443,45745425,1.0
45745443,45570475,1.0
45745443,43826879,1.0
45745443,42867874,1.0
45745443,31542755,1.0
45745425,45570475,1.0
45745425,43826879,1.0
45745425,42867874,1.0
45745425,31542755,1.0
45570475,43826879,1.0
45570475,42867874,1.0
45570475,31542755,1.0
45409836,45409841,1.0
45409836,45409839,1.0
45409836,45409838,1.0
45409836,45409835,1.0
45409836,45135107,1.0
45409836,44794425,1.0
45409836,44794429,1.0
45409836,44097559,1.0
45409836,42413488,1.0
45409836,41859495,0.9787234042553191
45409841,45409839,1.0
45409841,45409838,1.0
45409841,45409835,1.0
45409841,45135107,1.0
45409841,44794425,1.0
45409841,44794429,1.0
45409841,44097559,1.0
45409841,42413488,1.0
45409841,41859495,0.9787234042553191
45409839,45409838,1.0
45409839,45409835,1.0
45409839,45135107,1.0
45409839,44794425,1.0
45409839,44794429,1.0
45409839,44097559,1.0
45409839,42413488,1.0
45409839,41859495,0.9787234042553191
45409838,45409835,1.0
45409838,45135107,1.0
45409838,44794425,1.0
45409838,44794429,1.0
45409838,44097559,1.0
45409838,42413488,1.0
45409838,41859495,0.9787234042553191
45409835,45135107,1.0
45409835,44794425,1.0
45409835,44794429,1.0
45409835,44097559,1.0
45409835,42413488,1.0
45409835,41859495,0.9787234042553191
45346674,45343052,1.0
45135107,44794425,1.0
45135107,44794429,1.0
45135107,44097559,1.0
45135107,42413488,1.0
45135107,41859495,0.9787234042553191
44794425,44794429,1.0
44794425,44097559,1.0
44794425,42413488,1.0
44794425,41859495,0.9787234042553191
44794429,44097559,1.0
44794429,42413488,1.0
44794429,41859495,0.9787234042553191
44657796,44656239,1.0
44097559,42413488,1.0
44097559,41859495,0.9787234042553191
43826879,42867874,1.0
43826879,31542755,1.0
42867874,31542755,1.0
42413488,41859495,0.9787234042553191
40632554,40580233,1.0
46038124,46038122,0.9761904761904762
46038124,46038121,0.9761904761904762
46038122,46038121,0.9761904761904762
46029847,46029848,0.9795918367346939
46029847,46029845,0.972972972972973
46029848,46029845,0.9795918367346939
46025854,46025856,1.0
46025643,46025622,0.983739837398374
46025643,46025459,0.983739837398374
46025622,46025459,0.983739837398374
46022595,46022598,0.9655172413793104
46022472,46022463,1.0
46022472,45172067,1.0
46022463,45172067,1.0
46017610,46017608,1.0
46017610,45667307,0.9166666666666666
46017608,45667307,0.9166666666666666
46005452,46005422,1.0
46004599,46004602,1.0
46004599,46004598,1.0
46004602,46004598,1.0
45988438,45560962,1.0
45986285,45985977,1.0
45986285,45985958,1.0
45986285,45986009,1.0
45986285,45985981,1.0
45986285,45986191,1.0
45986285,45986002,1.0
45985977,45985958,1.0
45985977,45986009,1.0
45985977,45985981,1.0
45985977,45986191,1.0
45985977,45986002,1.0
45985958,45986009,1.0
45985958,45985981,1.0
45985958,45986191,1.0
45985958,45986002,1.0
45984109,45984105,1.0
45979559,45979563,1.0
45979528,45979525,1.0
45979134,45979123,1.0
45979109,45979090,1.0
45972780,45948712,1.0
45971268,45971229,0.9014084507042254
45956484,45956365,1.0
45950372,45950289,1.0
45942254,45942252,0.9282511210762332
45942254,45942242,0.9039301310043668
45942254,45942226,0.9282511210762332
45942254,45942211,0.9078947368421053
45942252,45942226,0.92
45942252,45942211,0.9
45942226,45942211,0.9
45923025,45923020,1.0
45922467,45922458,1.0
45922467,45922449,1.0
45922458,45922449,1.0
45915151,45915021,0.9848484848484849
45910820,45910807,1.0
45905758,45905745,1.0
45901364,45901261,0.9880952380952381
45901364,45487344,0.9285714285714286
45901364,45487305,0.9285714285714286
45901261,45901084,0.9058823529411765
45901261,45487344,0.9397590361445783
45901261,45487305,0.9397590361445783
45901084,45487344,0.9625
45901084,45487305,0.9625
45867668,45867663,0.9870967741935484
45867668,45867649,0.9870967741935484
45867668,45867628,0.9870967741935484
45867668,45867627,0.9870967741935484
45867668,45867032,0.9743589743589743
45867668,45867008,0.9870967741935484
45867668,45866976,0.9870967741935484
45867663,45867649,0.9870967741935484
45867663,45867628,0.9870967741935484
45867663,45867627,0.9870967741935484
45867663,45867032,0.9743589743589743
45867663,45867008,0.9870967741935484
45867663,45866976,0.9870967741935484
45867649,45867628,0.9870967741935484
45867649,45867627,0.9870967741935484
45867649,45867032,0.9743589743589743
45867649,45867008,0.9870967741935484
45867649,45866976,0.9870967741935484
45867628,45867627,0.9870967741935484
45867628,45867032,0.9743589743589743
45867628,45867008,0.9870967741935484
45867628,45866976,0.9870967741935484
45867627,45867032,0.9743589743589743
45867627,45867008,0.9870967741935484
45867627,45866976,0.9870967741935484
45867032,45867008,0.9743589743589743
45867032,45866976,0.9743589743589743
45867008,45866976,0.9870967741935484
45843495,45843460,1.0
45743671,45362136,1.0
45743671,45743661,1.0
45743671,45362129,1.0
45743081,45743073,1.0
45743050,45743038,1.0
45737510,45737478,0.9801324503311258
45667223,45666851,1.0
45665791,45656774,1.0
45664622,45664578,1.0
45563733,45535860,1.0
45562404,45320612,0.9863013698630136
45496570,45496523,0.9365079365079365
45487344,45487305,1.0
45362136,45743661,1.0
45362136,45362129,1.0
45362107,44915186,0.9812206572769953
45309560,45309543,1.0
45097199,45097190,1.0
45097168,45097159,1.0
45097124,45097115,1.0
44803301,45744951,1.0
44730502,44641062,1.0
44561365,44561362,1.0
43669174,43669172,1.0
43669167,43669165,1.0
42965137,42965125,1.0
41861877,41844541,1.0
39409275,39409092,1.0
38639961,40132835,1.0
35303974,35303855,1.0
34315391,34315355,1.0
46042372,46042334,1.0
46041109,45989492,1.0
46038360,46038373,0.9683544303797469
46038201,46038191,1.0
46030086,46030082,1.0
46016209,46016193,1.0
46015337,46015290,1.0
46005813,46005815,0.9703703703703703
46005813,46005816,0.9703703703703703
46005815,46005816,0.9703703703703703
45991006,45990968,1.0
45990338,45990337,0.967741935483871
45986009,45985981,1.0
45986009,45986191,1.0
45986009,45986002,1.0
45985981,45986191,1.0
45985981,45986002,1.0
45984178,45984176,1.0
45984166,45984168,1.0
45981648,45981633,1.0
45976206,45976300,1.0
45964418,45964177,1.0
45964008,45963962,1.0
45963726,45963564,1.0
45957357,45957109,1.0
45952887,45952885,0.978494623655914
45942311,45942234,1.0
45929444,45929664,1.0
45901380,45901417,1.0
45900957,45900946,1.0
45870456,45870440,1.0
45864238,45864102,1.0
45850577,45850594,1.0
45831393,45831351,1.0
45744349,45744333,1.0
45744260,45744197,1.0
45744047,45744151,1.0
45600404,45600406,0.9754601226993865
45571242,45570936,1.0
45553633,45553658,0.9956331877729258
45389196,45389189,0.9047619047619048
45340773,45340766,1.0
45117085,45117075,1.0
45079045,45079017,1.0
44944805,44944778,1.0
44915288,44915280,1.0
44837615,44837604,1.0
44770640,44770635,1.0
44441937,44441797,1.0
44372108,44372080,1.0
43576898,43576891,1.0
43401994,43379087,1.0
41553046,41553516,1.0
45989248,45974526,1.0
45916902,45287734,0.9655172413793104
45916902,46022997,0.9655172413793104
45916902,46018959,0.9655172413793104
45287734,46022997,0.9655172413793104
45287734,46018959,0.9655172413793104
46012351,46012306,0.9259259259259259
46012351,46012291,0.9259259259259259
46012351,46012247,0.9259259259259259
46012306,46012291,0.9259259259259259
46012306,46012247,0.9259259259259259
46012291,46012247,0.9259259259259259
45966366,45964487,1.0
45167178,45167179,0.9770114942528736
45167178,45167177,0.9204545454545454
45167179,45167177,0.9204545454545454
32706108,32706003,0.9328859060402684
46030173,46008239,1.0
46030173,46008237,1.0
46030173,46008238,1.0
46029811,45948162,1.0
46008239,46008237,1.0
46008239,46008238,1.0
46008237,46008238,1.0
45933344,45795245,1.0
45933344,45673498,1.0
45933344,45303972,1.0
45933344,45121402,1.0
45933344,46015301,1.0
45933344,46015303,1.0
45933344,46005148,1.0
45933344,30508973,1.0
45907411,45874380,1.0
45907411,45874351,1.0
45907411,45736582,1.0
45874380,45874351,1.0
45874380,45736582,1.0
45874351,45736582,1.0
45795245,45673498,1.0
45795245,45303972,1.0
45795245,45121402,1.0
45795245,46015301,1.0
45795245,46015303,1.0
45795245,46005148,1.0
45795245,30508973,1.0
45673498,45303972,1.0
45673498,45121402,1.0
45673498,46015301,1.0
45673498,46015303,1.0
45673498,46005148,1.0
45673498,30508973,1.0
45303972,45121402,1.0
45303972,46015301,1.0
45303972,46015303,1.0
45303972,46005148,1.0
45303972,30508973,1.0
45121402,46015301,1.0
45121402,46015303,1.0
45121402,46005148,1.0
45121402,30508973,1.0
39447600,39447606,1.0
39447600,39447623,1.0
39447606,39447623,1.0
45959307,45959310,1.0
45959307,45959312,1.0
45959307,45947454,1.0
45959310,45959312,1.0
45959310,45947454,1.0
45959312,45947454,1.0
46032141,46032137,1.0
45941755,45941469,0.9696969696969697
45941755,45941387,0.9696969696969697
45941469,45941387,1.0
44718380,44059417,0.9124087591240876
44561788,44561772,1.0
46024215,46024207,0.9473684210526315
46024215,46024202,0.9473684210526315
46024215,46024200,0.9473684210526315
46024215,46024197,0.9473684210526315
46024207,46024202,0.9473684210526315
46024207,46024200,0.9473684210526315
46024207,46024197,0.9473684210526315
46024202,46024200,0.9473684210526315
46024202,46024197,0.9473684210526315
46024200,46024197,0.9473684210526315
45955717,45955705,0.9259259259259259
45955717,45955697,0.9259259259259259
45955705,45955697,0.9259259259259259
45955650,45955638,0.92
45955650,45955633,0.92
45955638,45955633,0.92
45920703,45920701,1.0
45920703,45920698,1.0
45920703,45920697,1.0
45920701,45920698,1.0
45920701,45920697,1.0
45920698,45920697,1.0
45848827,45848825,1.0
45757520,44613236,1.0
45743661,45362129,1.0
45740221,45740219,1.0
45976416,45976210,1.0
45627251,45626155,0.9459459459459459
44797887,44797875,0.9140625
46015301,46015303,1.0
46015301,46005148,1.0
46015301,30508973,1.0
46015303,46005148,1.0
46015303,30508973,1.0
46005148,30508973,1.0
45977372,45977335,1.0
45977372,45934521,1.0
45977335,45934521,1.0
36509038,36503366,1.0
36509038,36503291,1.0
36509038,33635833,1.0
36509038,33635810,1.0
36503366,36503291,1.0
36503366,33635833,1.0
36503366,33635810,1.0
36503291,33635833,1.0
36503291,33635810,1.0
33635833,33635810,1.0
29555582,29555313,0.9428571428571428
46026334,46026320,1.0
45980381,45980363,1.0
45858744,45843273,0.9666666666666667
45858744,45169156,0.9047619047619048
45843273,45169156,0.9047619047619048
45280827,45278587,0.9636363636363636
45249229,45249223,1.0
44815214,44815165,1.0
44815214,44814855,1.0
44815165,44814855,1.0
46025253,45875112,1.0
46025253,45875115,1.0
46025253,45846942,0.9
45935188,45935186,0.9890710382513661
45875112,45875115,1.0
45875112,45846942,0.9
45875115,45846942,0.9
45772304,45772046,0.9512195121951219
45946630,45946566,1.0
45946630,43940810,1.0
45946566,43940810,1.0
45613265,45613189,1.0
45613265,45479651,1.0
45613189,45479651,1.0
46030226,45783613,0.918918918918919
45953665,45783613,0.9444444444444444
45877988,45783613,0.918918918918919
45783613,45671683,0.9444444444444444
46040139,46040125,1.0
46040139,46040136,1.0
46040125,46040136,1.0
46040124,45978662,1.0
46039838,46007240,1.0
46039838,46007241,1.0
46039838,46007243,1.0
46039838,46007254,1.0
46007240,46007241,1.0
